id,nama_ekspedisi,nomor_penjelajahan,banyak_siklus,total_jarak_tempuh,wilayah_eksplorasi,jenis_medan,orientasi_rute,total_jarak_tempuh_satu_siklus,banyak_titik_navigasi,radius_planet_penjelajahan,koordinat_X_lapangan,koordinat_Y_lapangan,koordinat_Z_lapangan,planet_eksplorasi,sektor_planet_eksplorasi,nama_penjelajah,umur_biometrik_penjelajah,planet_lahir,sektor_planet_lahir,planet_kewarganegaraan,sektor_kewarganegaraan,tim_penjelajah,planet_tim_penjelajah,sektor_tim_penjelajah,tim_mesin,planet_tim_mesin,cluster_tim_mesin,waktu_simulasi_alpha,siklus_simulasi_alpha,waktu_simulasi_beta,siklus_simulasi_beta,waktu_simulasi_gamma,siklus_simulasi_gamma,waktu_uji_lingkungan_A,waktu_uji_lingkungan_B,waktu_uji_lingkungan_C,total_siklus_uji,delay_peluncuran,offset_delay_peluncuran,urutan_awal_sebelum_delay,urutan_peluncuran_akhir,siklus_demonstrasi_lapangan,waktu_demonstrasi_lapangan,waktu_kalibrasi_lapangan_A,waktu_kalibrasi_lapangan_B,waktu_kalibrasi_lapangan_C,siklus_kalibrasi_lapangan,durasi_misi_diselesaikan,jumlah_isi_bensin_selama_misi,peringkat_durasi_misi_tercepat,penghargaan_misi
4908,Perseus Expedition,14,530,91713.97238649319,Hyperion Core Belt,Planetary Surface,Prograde,173.21956247879336,319,97982.59452620479,67630.9742681088,11062.202893774414,70030.47777053954,Hyperion,Central Celestial Belt,Niccolò Paganini,1642.0,Aurelia,Central Celestial Belt,Titanis,Central Celestial Belt,Titan Forge Corps,Horizon Reach,Northern Spiral Arm,Solaris Vanguard,Hyperion,Central Celestial Belt,41:38.302,230,42:51.890,250,,,40:59.341,,,80,,,19.0,18.0,180,6d 00:32:35.990,,,,,17d 04:25:46.410,1.0,15.0,Merit
4909,Perseus Expedition,14,530,91713.97238649319,Hyperion Core Belt,Planetary Surface,Prograde,173.21956247879336,319,97982.59452620479,67630.9742681088,11062.202893774414,70030.47777053954,Hyperion,Central Celestial Belt,Max Planck,2341.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,40:35.509,290,41:35.820,240,,,40:12.604,39:53.079,39:38.816,180,SFB,,1.0,19.0,180,5d 19:02:54.930,,,,,17d 00:35:41.770,1.0,3.0,Silver
4910,Perseus Expedition,14,30,91713.97238649319,Hyperion Core Belt,Planetary Surface,Prograde,173.21956247879336,319,97982.59452620479,67630.9742681088,11062.202893774414,70030.47777053954,Hyperion,Central Celestial Belt,Seneca,1870.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,40:43.523,280,42:11.284,240,,,40:35.180,40:08.747,39:59.896,160,SFB,,,,0,,,,,,,0.0,,Mission Incomplete
4911,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Blaise Pascal,1598.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,37:03.584,264,36:21.758,187,,,41:24.943,40:52.247,39:23.405,253,,,1.0,1.0,,,,,,,16d 07:25:14.355,2.0,7.0,Bronze
4912,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Hannibal Barca,1977.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,37:00.154,275,36:33.900,242,,,41:40.839,41:08.329,39:35.385,275,,,2.0,2.0,,,,,,,16d 05:40:05.965,2.0,3.0,Silver
4913,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Johannes Gutenberg,1725.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Andromeda Research Unit,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,37:51.179,253,36:43.540,209,,,41:49.622,41:06.336,39:46.345,286,,,3.0,3.0,,,,,,,16d 08:21:51.331,2.0,10.0,Bronze
4914,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Albert Einstein,2682.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,36:32.973,253,36:09.778,242,,,40:56.071,40:36.073,40:11.070,264,,,4.0,4.0,,,,,,,16d 01:14:41.430,2.0,1.0,Gold
4915,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Erwin Schrödinger,2355.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,37:24.856,253,36:55.960,132,,,41:50.595,41:04.621,40:13.526,253,,,5.0,5.0,,,,,,,16d 05:53:24.301,2.0,4.0,Bronze
4916,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Nikola Tesla,2934.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Celestia Systems,Aurion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,37:09.747,231,36:35.846,231,,,41:39.750,40:44.994,40:14.639,275,,,6.0,6.0,,,,,,,16d 07:00:09.709,2.0,6.0,Bronze
4917,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Adam Smith,1674.0,Eos Prime,Northern Spiral Arm,Eos Prime,Northern Spiral Arm,Hyperion Collective,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,37:16.630,231,36:49.101,231,,,41:50.062,41:04.598,40:32.064,253,,,8.0,7.0,,,,,,,16d 09:28:19.667,2.0,11.0,Merit
4918,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Alexander Hamilton,2313.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,37:08.890,242,36:39.925,242,,,41:06.799,40:52.409,40:40.893,264,,,9.0,8.0,,,,,,,16d 07:37:21.312,2.0,9.0,Bronze
4919,Perseus Expedition,15,572,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,John Stuart Mill,1828.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Celestia Systems,Aurion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,37:10.002,275,36:27.504,253,,,41:44.894,40:57.878,40:53.128,275,,,10.0,9.0,,,,,,,,2.0,14.0,Merit
4920,Perseus Expedition,15,572,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Leonardo da Vinci,2501.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Hyperion Collective,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,36:59.459,253,36:37.584,242,,,41:24.178,41:09.534,,198,,,11.0,10.0,,,,,,,,2.0,12.0,Merit
4921,Perseus Expedition,15,572,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Seneca,1873.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,36:59.760,264,36:14.597,242,,,41:38.615,41:11.109,,198,,,12.0,11.0,,,,,,,,2.0,13.0,Merit
4922,Perseus Expedition,15,572,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Benjamin Franklin,1562.0,Nebiros,Galactic East Sector,Nebiros,Galactic East Sector,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,37:46.105,286,37:03.468,253,,,42:02.390,41:13.658,,220,,,13.0,12.0,,,,,,,,3.0,17.0,Merit
4923,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Alfred Nobel,3064.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Draconis Assembly,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,37:26.594,220,36:42.566,253,,,42:19.352,,,110,,,16.0,13.0,,,,,,,16d 07:32:35.576,2.0,8.0,Bronze
4924,Perseus Expedition,15,352,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Niccolò Paganini,1645.0,Aurelia,Central Celestial Belt,Titanis,Central Celestial Belt,Titan Forge Corps,Horizon Reach,Northern Spiral Arm,Solaris Vanguard,Hyperion,Central Celestial Belt,38:13.517,253,37:09.863,220,,,42:25.006,,,110,,,17.0,14.0,,,,,,,,1.0,,Mission Incomplete
4925,Perseus Expedition,15,561,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Antoine Lavoisier,1649.0,Polaris Rim,Central Celestial Belt,Polaris Rim,Central Celestial Belt,Titan Forge Corps,Horizon Reach,Northern Spiral Arm,Solaris Vanguard,Hyperion,Central Celestial Belt,38:04.457,242,37:06.828,209,,,43:56.165,,,110,,,19.0,15.0,,,,,,,,2.0,18.0,Merit
4926,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Max Planck,2343.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,36:28.084,275,36:08.758,209,,,41:05.432,40:40.174,40:26.364,264,15,15.0,7.0,16.0,,,,,,,16d 06:01:35.220,2.0,5.0,Bronze
4927,Perseus Expedition,15,572,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Leon Battista Alberti,2030.0,Hyperion,Central Celestial Belt,Hyperion,Central Celestial Belt,Draconis Assembly,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,37:22.956,253,36:45.486,154,,,42:52.650,,,99,5,5.0,18.0,17.0,,,,,,,,2.0,16.0,Merit
4928,Perseus Expedition,15,517,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Robert Boyle,1917.0,Eos Prime,Northern Spiral Arm,Eos Prime,Northern Spiral Arm,Andromeda Research Unit,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,37:54.470,231,36:50.885,209,,,41:48.440,,,132,SFB,,14.0,18.0,,,,,,,,1.0,19.0,Merit
4929,Perseus Expedition,15,572,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Marcus Aurelius,1749.0,Nereid,Central Celestial Belt,Nereid,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,36:44.073,242,36:39.624,264,,,41:53.491,,,110,SFB,,15.0,19.0,,,,,,,,2.0,15.0,Merit
4930,Perseus Expedition,15,583,78952.30874116198,Polaris Edge Enclave,Continental Traverse,Prograde,135.51120541040805,414,92940.10541978934,51744.642101644495,43370.10227359822,63870.09815235848,Polaris Rim,Central Celestial Belt,Enrico Fermi,1752.0,Epsilon Verge,Central Celestial Belt,Vortexa,Central Celestial Belt,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,36:33.344,143,36:32.579,220,,,,,,22,SFB,,20.0,20.0,,,,,,,16d 05:00:59.918,2.0,2.0,Silver
4931,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Max Planck,2345.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:00:40.417,700,1:00:13.470,775,1:05:47.382,200,1:00:49.213,59:46.224,59:21.294,675,,,2.0,1.0,,,,,,,67d 20:09:30.025,1.0,1.0,Gold
4932,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Enrico Fermi,1754.0,Epsilon Verge,Central Celestial Belt,Vortexa,Central Celestial Belt,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,1:00:30.162,600,1:00:23.125,675,1:04:47.954,275,1:00:29.690,59:52.789,59:29.790,625,,,3.0,2.0,,,,,,,68d 00:30:14.350,1.0,2.0,Silver
4933,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Marcus Aurelius,1751.0,Nereid,Central Celestial Belt,Nereid,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:00:32.350,675,1:00:03.001,725,1:05:27.944,450,1:00:41.575,1:00:04.932,59:32.750,750,,,4.0,3.0,,,,,,,68d 07:25:33.275,1.0,4.0,Bronze
4934,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Seneca,1874.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,1:01:03.587,750,1:00:36.727,800,1:04:40.917,475,1:00:34.495,59:56.436,59:35.368,600,,,5.0,4.0,,,,,,,68d 09:21:22.250,1.0,6.0,Bronze
4935,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Nikola Tesla,2935.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Celestia Systems,Aurion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:01:03.630,650,1:00:32.607,525,1:05:28.030,375,1:00:54.662,1:00:00.598,59:41.847,600,,,6.0,5.0,,,,,,,,1.0,16.0,Merit
4936,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Alexander Hamilton,2315.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,1:01:06.891,600,1:00:20.293,700,1:04:51.086,325,1:00:45.609,1:00:02.615,59:51.673,600,,,7.0,6.0,,,,,,,68d 06:07:54.525,1.0,3.0,Silver
4937,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Blaise Pascal,1599.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:01:02.085,650,1:00:26.815,600,1:06:01.027,450,1:00:53.117,1:00:31.835,1:00:02.314,625,,,8.0,7.0,,,,,,,68d 10:13:35.625,1.0,7.0,Bronze
4938,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Adam Smith,1675.0,Eos Prime,Northern Spiral Arm,Eos Prime,Northern Spiral Arm,Hyperion Collective,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:01:45.594,725,1:00:48.054,775,1:06:45.394,275,1:01:09.122,1:00:30.076,1:00:17.375,575,,,9.0,8.0,,,,,,,68d 20:35:51.125,1.0,9.0,Bronze
4939,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Benjamin Franklin,1563.0,Nebiros,Galactic East Sector,Nebiros,Galactic East Sector,Crimson Nova Fleet,Hyperion,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,1:01:48.297,700,1:00:42.133,750,1:05:46.738,525,1:01:04.746,1:00:06.605,1:00:20.078,600,,,10.0,9.0,,,,,,,,1.0,14.0,Merit
4940,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Leonardo da Vinci,2502.0,Titanis,Central Celestial Belt,Titanis,Central Celestial Belt,Hyperion Collective,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:01:21.952,650,1:00:57.022,750,1:05:52.316,350,1:01:20.965,1:00:38.400,,475,,,11.0,10.0,,,,,,,,2.0,18.0,Merit
4941,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Albert Einstein,2684.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:00:11.926,650,59:55.878,750,1:06:57.751,125,1:00:29.389,59:24.898,59:15.716,700,10,10.0,1.0,11.0,,,,,,,68d 08:37:01.950,1.0,5.0,Bronze
4942,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,John Stuart Mill,1829.0,Aurion,Central Celestial Belt,Aurion,Central Celestial Belt,Celestia Systems,Aurion,Central Celestial Belt,Helion Systems,Aurion,Central Celestial Belt,1:00:43.291,750,1:00:33.122,650,1:05:51.372,425,1:01:05.303,1:00:40.417,,450,,,12.0,12.0,,,,,,,,0.0,10.0,Bronze
4943,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Johannes Gutenberg,1726.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Andromeda Research Unit,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:01:16.588,625,1:01:02.557,725,,50,1:01:05.089,1:00:47.496,,500,,,13.0,13.0,,,,,,,,1.0,15.0,Merit
4944,Perseus Expedition,16,1400,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Niccolò Paganini,1646.0,Aurelia,Central Celestial Belt,Titanis,Central Celestial Belt,Titan Forge Corps,Horizon Reach,Northern Spiral Arm,Solaris Vanguard,Hyperion,Central Celestial Belt,1:01:57.394,625,1:01:07.792,650,1:05:57.337,575,1:01:11.010,1:00:55.778,,475,,,14.0,14.0,,,,,,,,1.0,19.0,Merit
4945,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Robert Boyle,1919.0,Eos Prime,Northern Spiral Arm,Eos Prime,Northern Spiral Arm,Andromeda Research Unit,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:01:24.226,700,1:01:00.369,750,1:08:25.499,200,1:01:33.794,,,250,,,17.0,15.0,,,,,,,,1.0,17.0,Merit
4946,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Leon Battista Alberti,2031.0,Hyperion,Central Celestial Belt,Hyperion,Central Celestial Belt,Draconis Assembly,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:01:22.081,600,1:00:38.443,725,1:05:51.716,525,1:01:48.555,,,275,,,18.0,16.0,,,,,,,,1.0,11.0,Merit
4947,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Alfred Nobel,3065.0,Frosthelm,Central Celestial Belt,Frosthelm,Central Celestial Belt,Draconis Assembly,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:01:27.229,600,1:00:53.332,675,1:05:29.189,425,1:02:35.539,,,275,,,19.0,17.0,,,,,,,,1.0,12.0,Merit
4948,Perseus Expedition,16,1400,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Antoine Lavoisier,1650.0,Polaris Rim,Central Celestial Belt,Polaris Rim,Central Celestial Belt,Titan Forge Corps,Horizon Reach,Northern Spiral Arm,Solaris Vanguard,Hyperion,Central Celestial Belt,1:02:13.828,700,1:01:17.146,625,1:06:48.698,350,1:03:15.187,,,250,,,20.0,18.0,,,,,,,,1.0,20.0,Merit
4949,Perseus Expedition,16,1450,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Hannibal Barca,1979.0,Solara,Central Celestial Belt,Solara,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:00:41.189,625,1:00:43.034,850,1:05:15.887,550,1:00:54.791,,,325,SFB,,15.0,19.0,,,,,,,68d 11:30:42.200,1.0,8.0,Bronze
4950,Perseus Expedition,16,1425,331890.603266592,Artemis Crescent Base,Planetary Surface,Retrograde,229.04394888583798,588,65680.65361291073,43215.43828285384,24355.6168986541,43048.554894746565,Arkanis,Central Celestial Belt,Erwin Schrödinger,2356.0,Auralis,Southern Star Cluster,Auralis,Southern Star Cluster,Orion Dynamics,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:01:19.377,650,1:00:49.771,575,1:05:59.139,450,1:01:24.998,,,250,SFB,,16.0,20.0,,,,,,,,1.0,13.0,Merit
4951,Perseus Expedition,17,1008,230303.66397868507,Horizon Reach Complex,Planetary Surface,Retrograde,228.71514540124744,820,39750.80884308375,-4571.300034560478,-34073.78566312731,19955.128419949415,Horizon Reach,Northern Spiral Arm,Enrico Fermi,1758.0,Epsilon Verge,Central Celestial Belt,Vortexa,Central Celestial Belt,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,1:06:14.656,288,1:06:15.403,414,1:05:37.567,234,1:05:14.335,1:04:37.495,1:04:14.511,288,,,1.0,1.0,,,,,,,49d 01:30:06.246,2.0,1.0,Gold
4952,Perseus Expedition,17,1008,230303.66397868507,Horizon Reach Complex,Planetary Surface,Retrograde,228.71514540124744,820,39750.80884308375,-4571.300034560478,-34073.78566312731,19955.128419949415,Horizon Reach,Northern Spiral Arm,Albert Einstein,2688.0,Andros,Central Celestial Belt,Andros,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,Lunaris Command,Titanis,Central Celestial Belt,1:05:37.858,324,1:05:54.079,396,1:05:50.304,288,1:05:23.752,1:04:51.310,1:04:23.182,288,,,2.0,2.0,,,,,,,49d 01:46:41.682,2.0,2.0,Silver
4953,Perseus Expedition,17,1008,230303.66397868507,Horizon Reach Complex,Planetary Surface,Retrograde,228.71514540124744,820,39750.80884308375,-4571.300034560478,-34073.78566312731,19955.128419949415,Horizon Reach,Northern Spiral Arm,Alexander Hamilton,2319.0,Zentara,Northern Spiral Arm,Zentara,Northern Spiral Arm,Aetherion Initiative,Crimson Verge,Central Celestial Belt,Crimson Nova Fleet,Nebiros,Galactic East Sector,1:06:55.811,360,1:05:38.978,432,1:05:28.814,234,1:05:15.040,1:05:07.116,1:04:23.804,342,,,3.0,3.0,,,,,,,49d 10:15:36.576,2.0,3.0,Silver
4954,Perseus Expedition,17,1008,230303.66397868507,Horizon Reach Complex,Planetary Surface,Retrograde,228.71514540124744,820,39750.80884308375,-4571.300034560478,-34073.78566312731,19955.128419949415,Horizon Reach,Northern Spiral Arm,Marcus Aurelius,1755.0,Nereid,Central Celestial Belt,Nereid,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,Solaris Vanguard,Hyperion,Central Celestial Belt,1:06:36.561,324,1:06:04.949,414,1:06:09.761,306,1:05:06.079,1:04:56.745,1:04:43.386,306,,,5.0,4.0,,,,,,,49d 12:20:21.318,2.0,4.0,Bronze
